;nplv;DT;МАРКА;ПРОФИЛЬ;t вып-обр;t обработка;t под током;t продувка;ПСН гр.;чист расход C;чист расход Cr;чист расход Mn;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);N2 (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;произв  количество плавок;произв количество плавок (цел);расход газ Ar;расход газ  N2;расход C пров.;сыпуч известь РП;сыпуч кварцит;сыпуч кокс пыль УСТК;сыпуч  кокс. мелочь (сух.);сыпуч  кокс. мелочь КМ1;сыпуч  шпат плав.;ферспл CaC2;ферспл FeMo;ферспл FeSi-75;ферспл FeV азот.;ферспл  FeV-80;ферспл  Mn5Si65Al0.5;ферспл  Ni H1 пласт.;ферспл SiMn18;ферспл  ферванит;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый Mo_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Cu;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний Ni;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
86;"г683863<96;";2070-06-24 17:44:00;Э76ХФ;Р65;7,0;55,9;23,2666667;55,9;2,2108247;0,36976;0,102284;0,187223;0,149226;0,0417651;1605,0;1537,0;14,1461648;;12948,1375358;116,9;2,0;1,0;1,0;24,744;;;;;0,049999999999999996;;0,387;0,058;0,019999999999999997;;;;0,052988;0,151;;0,291;;0,18200000000000002;5021,0;0,002;0,505;0,339;0,115;0,647;0,007;0,009;0,078;0,008;0,022;0,446;0,002;0,002;0,003;0,758;0,0002;0,42;0,115;0,803;0,006;0,01;0,079;0,008;0,017;0,57;0,003;0,038;;53,2;0,7;14,7;0,1;2,3;;;58,3;0,6;7,3;0,15;2,2;
87;г683863<96<;2070-06-24 18:41:00;Э76ХФ;Р65;7,0;63,2166667;30,5833333;63,2166667;3,0320988;0,3642;0,124764;0,211057;0,148715;0,0415366;1558,0;1602,0;8,4891661;;13885,9945504;115,1;1,0;1,0;1,0;17,391;;;0,102;;0,05;;0,375;0,031;0,02;;;;0,052698;0,14;;0,329;;0,222;7078,0;0,002;0,501;0,31;0,089;0,622;0,005;0,011;0,061;0,005;0,019;0,466;0,002;0,002;0,003;0,76;0,0003;0,413;0,09;0,79;0,004;0,011;0,062;0,006;0,011;0,546;0,003;0,037;;49,1;1,0;13,6;0,27;2,0;;;59,1;0,5;6,9;0,14;2,2;
88;г683863<96=;2070-06-24 19:48:00;Э76ХФ;Р65;22,0;175,3166667;42,2;175,3166667;2,8913043;0,295725;0,128698;0,204014;0,144186;0,0410518;1568,0;1630,0;6,0336534;;14190,9952607;116,3;1,0;1,0;1,0;35,26;;;0,142;;0,05;;0,29;0,059;0,02;;;;0,052083;0,136;;0,318;;0,229;9981,0;0,002;0,518;0,308;0,108;0,622;0,006;0,01;0,073;0,005;0,018;0,45;0,002;0,002;0,003;0,746;0,0002;0,418;0,109;0,797;0,005;0,011;0,073;0,006;0,01;0,544;0,003;0,037;;50,7;0,4;12,2;0,16;2,3;;;56,0;0,6;14,5;0,18;2,1;
89;г683863<96>;2070-06-24 22:32:00;Э76ХФ;Р65;41,0;70,25;33,0333333;70,25;3,2287941;0,31345;0,113524;0,170498;0,115556;0,040054;1540,0;1610,0;9,0640569;;13640,7669021;111,6;1,0;1,0;1,0;21,225;;;0,141;;0,05;;0,316;0,06;0,02;;;;0,050817;0,106;;0,266;;0,202;7510,0;0,001;0,495;0,319;0,119;0,648;0,007;0,011;0,074;0,006;0,021;0,475;0,002;0,002;0,003;0,755;0,0002;0,418;0,115;0,796;0,005;0,014;0,074;0,007;0,017;0,563;0,003;0,038;;55,4;0,3;11,5;0,12;2,3;;;58,2;0,3;7,1;0,1;2,2;
90;г683863<96?;2070-06-24 23:29:00;Э76ХФ;Р65;63,0;46,2;22,3166667;46,2;2,5574572;0,422725;0,111838;0,177815;0,169862;0,0407109;1586,0;1606,0;19,2208923;;13348,7677371;115,5;1,0;1,0;1,0;29,44;;;0,094;;0,05;;0,451;0,059;0,02;;;;0,051468;0,187;;0,275;;0,199;4965,0;0,002;0,434;0,328;0,111;0,648;0,008;0,011;0,074;0,009;0,023;0,424;0,002;0,003;0,003;0,761;0,0005;0,421;0,11;0,808;0,007;0,014;0,074;0,01;0,012;0,579;0,003;0,038;;48,1;0,2;11,3;0,11;2,0;;;52,5;0,4;13,7;0,13;2,0;
91;г683863<976;2070-06-25 01:09:00;Э76ХФ;Р65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;г683863<977;2070-06-25 02:03:00;Э76ХФ;Р65;15,0;57,9;27,6833333;57,9;2,7623147;0,48357;0,122516;0,200449;0,130291;0,0414892;1561,0;1586,0;8,8518135;;13435,5207706;115,5;1,0;1,0;1,0;17,084;;;;;0,056;;0,518;0,132;0,02;;;;0,052445;0,116;;0,313;;0,218;6199,0;0,002;0,394;0,319;0,103;0,621;0,007;0,01;0,072;0,006;0,021;0,466;0,002;0,002;0,002;0,765;0,0006;0,419;0,102;0,789;0,006;0,012;0,072;0,007;0,019;0,576;0,003;0,038;;61,5;0,4;8,7;0,11;2,6;;;52,9;0,5;14,3;0,09;2,1;
93;г683863<978;2070-06-25 02:57:00;Э76ХФ;Р65;29,0;42,7166667;16,6833333;42,7166667;2,6237113;0,4335;0,113524;0,189868;0,133175;0,0410027;1595,0;1587,0;9,6327741;;13245,5544456;115,0;1,0;1,0;1,0;13,716;;;;;0,157;;0,371;0,094;0,02;;;;0,05183;0,125;;0,296;;0,202;3683,0;0,001;0,445;0,322;0,098;0,618;0,007;0,01;0,069;0,006;0,019;0,445;0,001;0,002;0,003;0,75;0,0001;0,414;0,098;0,785;0,006;0,013;0,069;0,007;0,014;0,565;0,003;0,037;;52,5;0,8;14,5;0,15;2,2;;;56,9;0,6;7,9;0,11;2,2;
94;г683863<979;2070-06-25 03:59:00;Э76ХФ;Р65;20,0;42,05;18,7166667;42,05;2,6927711;0,459085;0,124202;0,218667;0,192129;0,0404023;1602,0;1590,0;13,9134364;;12951,0240427;112,3;1,0;1,0;1,0;19,502;;;0,19;;0,05;;0,492;0,059;0,02;;;;0,051071;0,204;;0,339;;0,221;4040,0;0,001;0,418;0,316;0,12;0,604;0,007;0,011;0,073;0,007;0,021;0,404;0,001;0,002;0,003;0,762;0,0002;0,418;0,118;0,796;0,006;0,013;0,073;0,007;0,013;0,567;0,003;0,038;;49,5;0,8;16,5;0,39;1,8;;;50,9;0,3;13,2;0,13;2,0;
95;г683863<97:;2070-06-25 04:52:00;Э76ХФ;Р65;23,0;41,6666667;20,1833333;41,6666667;2,8292254;0,454145;0,088234;0,182319;0,153034;0,040831;1582,0;1596,0;15,8487097;;13029,5623452;115,8;1,0;1,0;1,0;21,836;;;;;0,05;;0,494;0,059;0,02;;;;0,051613;0,159;;0,283;;0,157;4383,0;0,002;0,422;0,344;0,1;0,644;0,006;0,01;0,069;0,007;0,021;0,455;0,002;0,002;0,003;0,756;0,0003;0,416;0,101;0,794;0,005;0,013;0,07;0,008;0,017;0,56;0,003;0,037;;49,9;0,7;12,8;0,2;2,3;;;49,0;1,0;12,6;0,2;2,2;
96;"г683863<97;";2070-06-25 05:46:00;Э76ХФ;Р65;20,0;41,7;19,75;41,7;2,6856218;0,358415;0,066878;0,0733725;0,087436;0,0395439;1570,0;1595,0;11,5726619;;13278,9873418;110,8;1,0;1,0;1,0;16,086;;;0,105;;0,05;;0,384;0,059;0,02;;;;0,049986;0,104;;0,113;;0,119;4371,0;0,002;0,478;0,359;0,102;0,718;0,006;0,01;0,066;0,009;0,018;0,49;0,002;0,002;0,004;0,756;0,0004;0,415;0,101;0,782;0,005;0,012;0,066;0,009;0,016;0,568;0,003;0,037;;58,8;0,6;10,4;0,13;2,7;;;61,1;0,4;7,2;0,09;2,6;
97;г683863<97<;2070-06-25 06:38:00;Э76ХФ;Р65;18,0;45,55;22,6833333;45,55;2,5764547;0,413835;0,08149;0,142817;0,14155;0,0414038;1567,0;1586,0;10,8065862;;13191,1829537;115,6;1,0;1,0;1,0;16,408;;;0,094;;0,05;;0,447;0,059;0,02;;;;0,052337;0,158;;0,222;;0,145;4987,0;0,002;0,451;0,353;0,103;0,671;0,007;0,011;0,073;0,008;0,02;0,457;0,002;0,002;0,004;0,767;0,0004;0,419;0,103;0,793;0,006;0,013;0,073;0,009;0,015;0,565;0,003;0,038;;55,4;0,4;10,6;0,15;2,6;;;51,8;0,9;9,2;0,18;2,4;
98;г683863<97=;2070-06-25 07:37:00;Э76ХФ;Р65;16,0;42,05;19,5166667;42,05;2,7869159;0,379615;0,123078;0,1957475;0,173625;0,0418611;1577,0;1595,0;11,7831153;;13695,9863365;114,9;1,0;1,0;1,0;16,516000000000002;;;0,237;;0,507;;;0,049;0,02;;;;0,052915000000000004;0,185;;0,305;;0,219;4455,0;0,001;0,483;0,315;0,102;0,621;0,006;0,013;0,066;0,008;0,024;0,434;0,001;0,002;0,003;0,77;0,0005;0,417;0,101;0,792;0,005;0,015;0,066;0,009;0,019;0,559;0,003;0,038;;54,4;0,7;13,2;0,19;2,1;;;58,6;0,6;8,5;0,14;2,2;
99;г683863<97>;2070-06-25 08:36:00;Э76ХФ;Р65;14,0;44,7;18,35;44,7;2,7123288;0,515295;0,15055;0,2530415;0,2321;0,0417179;1580,0;1581,0;17,0238772;;13873,5694823;113,9;1,0;1,0;1,0;25,271;;;0,191;;0,05;;0,555;0,026;0,02;;;;0,052734;0,251;;0,394;;0,269;4243,0;0,001;0,371;0,292;0,097;0,566;0,006;0,013;0,07;0,006;0,026;0,367;0,001;0,001;0,003;0,762;0,0003;0,418;0,098;0,792;0,005;0,015;0,07;0,008;0,019;0,57;0,003;0,036;;50,3;0,8;17,2;0,62;1,9;;;53,3;0,4;14,9;0,14;2,0;
100;г683863<97?;2070-06-25 09:34:00;Э76ХФ;Р65;8,0;41,3333333;17,4833333;41,3333333;2,9575472;0,464805;0,144522;0,2192265;0,1827;0,0412891;1599,0;1590,0;19,2883065;;13971,0200191;116,0;1,0;1,0;1,0;26,575;;;0,202;;0,05;;0,495;0,034;0,02;;;;0,052192;0,189;;0,342;;0,259;4071,0;0,001;0,413;0,299;0,104;0,588;0,007;0,013;0,073;0,007;0,023;0,405;0,001;0,002;0,003;0,75;0,0003;0,419;0,103;0,782;0,006;0,014;0,072;0,008;0,016;0,56;0,003;0,038;;49,8;0,5;16,6;0,27;1,9;;;55,3;0,4;10,8;0,13;2,2;
101;г683863<986;2070-06-25 10:30:00;Э76ХФ;Р65;7,0;40,1833333;14,7333333;40,1833333;2,519573;0,4381;0,103788;0,1343175;0,15535;0,038256;1601,0;1591,0;10,7169749;;13398,1900452;111,4;1,0;1,0;1,0;14,328;;;0,047;;0,05;;0,473;0,024;0,02;;;;0,048358;0,183;;0,208;;0,186;3290,0;0,002;0,414;0,327;0,102;0,661;0,01;0,012;0,08;0,009;0,025;0,414;0,001;0,004;0,003;0,771;0,0002;0,416;0,1;0,787;0,009;0,014;0,079;0,01;0,019;0,558;0,003;0,039;;50,2;0,6;17,2;0,39;1,9;;;52,9;0,4;14,4;0,14;2,0;
102;г683863<987;2070-06-25 11:23:00;Э76ХФ;Р65;8,0;40,2;14,3666667;40,2;2,6617647;0,496515;0,128898;0,1946745;0,125525;0,0409458;1606,0;1590,0;10,4514925;;13510,4408353;115,3;1,0;1,0;1,0;14,005;;;0,058;;0,05;;0,538;0,027;0,02;;;;0,051758;0,111;;0,305;;0,231;3235,0;0,002;0,387;0,309;0,098;0,61;0,008;0,011;0,07;0,008;0,023;0,428;0,001;0,002;0,003;0,753;0,0002;0,415;0,096;0,784;0,007;0,013;0,07;0,008;0,017;0,551;0,003;0,039;;51,3;1,1;16,6;0,3;2,0;;;47,6;0,5;9,4;0,11;2,1;
103;г683863<988;2070-06-25 12:17:00;Э76ХФ;Р65;6,0;40,7;21,1333333;40,7;2,0;0,441975;0,060822;0,156255;0,113015;0,0409458;1565,0;1598,0;17,9526316;;13835,0157729;115,1;1,0;1,0;1,0;24,256;;;0,058;;0,05;;0,485;0,049;0,02;;;;0,051758;0,108;;0,243;;0,109;4873,0;0,002;0,428;0,368;0,11;0,652;0,011;0,011;0,086;0,011;0,025;0,468;0,002;0,002;0,003;0,755;0,0003;0,419;0,11;0,794;0,011;0,012;0,086;0,012;0,019;0,563;0,003;0,039;;58,3;0,7;14,5;0,16;2,5;;;57,4;0,6;11,4;0,1;2,5;
104;г683863<989;2070-06-25 13:08:00;Э76ХФ;Р65;7,0;42,05;14,5333333;42,05;3,0;0,504485;0,109926;0,181734;0,147237;0,0404023;1613,0;1597,0;19,239239;;13859,1743119;113,9;1,0;1,0;1,0;26,967;;;0,175;;0,05;;0,552;0,056;0,02;;;;0,051071;0,15;;0,281;;0,197;3357,0;0,001;0,395;0,322;0,101;0,62;0,007;0,012;0,067;0,008;0,024;0,426;0,001;0,003;0,003;0,763;0,0002;0,416;0,101;0,79;0,006;0,012;0,067;0,01;0,015;0,555;0,003;0,038;;52,9;0,3;14,4;0,43;2,0;;;50,0;0,5;17,1;0,13;2,0;
105;г683863<98:;2070-06-25 14:00:00;Э76ХФ;Р65;10,0;42,2166667;20,0166667;42,2166667;2,8357488;0,51542;0,151776;0,2239805;0,162169;0,0409742;1587,0;1595,0;11,1148046;;14145,2123231;115,5;1,0;1,0;1,0;15,641;;;0,189;;0,05;;0,556;;0,02;;;;0,051794;0,155;;0,347;;0,272;4719,0;0,001;0,391;0,29;0,108;0,591;0,01;0,011;0,09;0,007;0,023;0,412;0,001;0,002;0,003;0,757;0,0002;0,417;0,107;0,789;0,01;0,012;0,089;0,008;0,019;0,559;0,003;0,038;;46,2;1,0;21,4;0,43;1,8;;;52,0;0,5;14,4;0,15;2,0;
106;"г683863<98;";2070-06-25 14:54:00;Э76ХФ;Р65;11,0;42,1666667;21,2166667;42,1666667;2,852194;0,44914;0,114948;0,1736465;0,09784;0,0399442;1566,0;1597,0;9,2685714;;13758,051846;111,6;1,0;1,0;1,0;12,976;;;0,047;;0,05;;0,483;0,035;0,02;;;;0,050492;0,077;;0,27;;0,206;4865,0;0,002;0,412;0,315;0,106;0,625;0,007;0,01;0,076;0,006;0,023;0,477;0,001;0,002;0,003;0,759;0,0001;0,415;0,106;0,787;0,006;0,012;0,076;0,007;0,018;0,558;0,003;0,038;;56,0;0,6;14,3;0,3;2,1;;;57,3;0,7;8,3;0,15;2,2;
107;г683863<98<;2070-06-25 15:51:00;Э76ХФ;Р65;8,0;48,8666667;29,3833333;48,8666667;3,0;0,44929;0,103788;0,186498;0,133053;0,0407741;1534,0;1599,0;8,3480218;;14018,1508792;115,3;1,0;1,0;1,0;13,598;;;0,058;;0,611;;;0,046;0,02;;;;0,051541;0,126;;0,289;;0,186;6865,0;0,002;0,405;0,328;0,086;0,637;0,01;0,01;0,075;0,007;0,022;0,468;0,002;0,002;0,003;0,76;0,0004;0,421;0,087;0,799;0,011;0,011;0,078;0,008;0,018;0,562;0,003;0,04;;59,0;0,7;9,3;0,16;2,8;;;55,9;0,8;10,7;0,12;2,5;
108;г683863<98=;2070-06-25 16:53:00;Э76ХФ;Р65;7,0;41,35;22,25;41,35;3,0;0,332105;0,079794;0,073425;0,074601;0,0394292;1557,0;1599,0;15,3083434;;13849,8876404;115,4;1,0;1,0;1,0;21,1;;;;;0,05;;0,349;0,094;0,02;;;;0,049841;0,084;;0,113;;0,143;5136,0;0,003;0,517;0,35;0,106;0,71;0,007;0,01;0,071;0,014;0,023;0,48;0,003;0,004;0,004;0,767;0,0001;0,425;0,106;0,789;0,006;0,012;0,071;0,015;0,019;0,553;0,004;0,038;;62,1;0,8;8,3;0,14;3,0;;;60,9;0,9;5,3;0,11;2,7;
109;г683863<98>;2070-06-25 17:51:00;Э73Ф;ОР65;8,0;46,2;23,9666667;46,2;2,6612903;0,43086;;0,165501;0,045843;0,0411459;1592,0;1640,0;12,487013;;14182,1974965;113,6;1,0;1,0;1,0;19,23;;;;;0,541;;0,058;0,083;0,02;;;;0,052011;;;0,259;;;5665,0;0,001;0,376;0,122;0,088;0,686;0,006;0,009;0,064;0,013;0,025;0,259;0,001;0,002;0,003;0,74;0,0001;0,126;0,088;0,835;0,005;0,012;0,064;0,015;0,016;0,296;0,002;0,039;;60,7;0,3;9,1;0,19;2,5;;;62,1;0,9;8,2;0,12;2,7;
110;г683863<98?;2070-06-25 18:44:00;Э73Ф;ОР65;12,0;52,5;28,8;52,5;3,5758755;0,50278;;0,251766;0,069738;0,0422247;1560,0;1618,0;8,508;;13797,9166667;114,9;1,0;1,0;1,0;14,889;;;;;0,707;;;0,108;0,02;;;;0,053205;;;0,394;;;6623,0;0,001;0,364;0,092;0,113;0,61;0,006;0,009;0,07;0,007;0,02;0,241;0,001;0,001;0,003;0,718;0,0001;0,095;0,113;0,84;0,005;0,012;0,069;0,008;0,014;0,304;0,002;0,039;;57,8;1,1;6,6;0,37;2,9;;;63,6;1,0;5,4;0,12;2,7;
111;г683863<996;2070-06-25 19:41:00;Э73Ф;ОР65;21,0;47,0333333;16,1833333;47,0333333;3,6385948;0,43833;;0,2318255;0,086824;0,0399515;1623,0;1619,0;8,5212251;;13840,1647786;109,8;1,0;1,0;1,0;13,215;;;;;0,05;;0,489;0,025;0,02;;;;0,050203;0,035;;0,362;;;3733,0;0,001;0,372;0,099;0,108;0,633;0,01;0,011;0,087;0,008;0,021;0,229;0,001;0,002;0,002;0,719;0,0002;0,1;0,107;0,837;0,009;0,013;0,086;0,009;0,016;0,313;0,002;0,038;;51,0;0,7;17,6;0,28;2,3;;;50,8;0,5;14,6;0,13;2,2;
112;г683863<997;2070-06-25 20:43:00;Э73Ф;ОР65;13,0;47,8666667;24,55;47,8666667;4,4257937;0,3769;;0,2101285;0,082106;0,0415344;1567,0;1611,0;10,5349535;;14553,9714868;114,5;1,0;1,0;1,0;16,376;;;0,058;;0,05;;0,414;0,028;0,02;;;;0,052192;0,037;;0,328;;;5955,0;0,002;0,424;0,1;0,105;0,651;0,006;0,009;0,07;0,007;0,021;0,237;0,001;0,002;0,003;0,712;0,0003;0,102;0,105;0,833;0,005;0,012;0,07;0,008;0,015;0,313;0,002;0,038;;57,8;0,6;14,0;0,13;2,8;;;56,7;0,6;11,9;0,22;2,2;
113;г683863<998;2070-06-25 21:38:00;Э73Ф;ОР65;13,0;41,8333333;20,1833333;41,8333333;3,3918152;0,43212;;0,214674;0,086595;0,0405842;1577,0;1605,0;11,8292125;;13404,1288192;114,6;1,0;1,0;1,0;15,815;;;;;0,05;;0,482;0,034;0,02;;;;0,050998;0,042;;0,335;;;4509,0;0,002;0,381;0,119;0,109;0,664;0,009;0,009;0,081;0,009;0,021;0,241;0,001;0,002;0,003;0,723;0,0006;0,12;0,107;0,843;0,008;0,012;0,08;0,01;0,017;0,326;0,003;0,038;;58,5;0,4;10,6;0,16;2,5;;;52,2;0,5;4,2;0,07;2,8;
114;г683863<999;2070-06-25 22:32:00;Э73Ф;ОР65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;г683863<99:;2070-06-25 23:25:00;Э73Ф;ОР65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;"г683863<99;";2070-06-26 00:19:00;Э73Ф;ОР65;7,0;47,2;21,9;47,2;2,4256145;0,36915;;0,247002;0,083922;0,0405269;1611,0;1598,0;10,7014867;;12890,4109589;111,2;1,0;1,0;1,0;13,796;;;0,058;;0,05;;0,403;0,085;0,02;;;;0,050926;0,024;;0,386;;;4705,0;0,001;0,439;0,081;0,111;0,614;0,007;0,013;0,073;0,005;0,02;0,228;0,001;0,001;0,002;0,721;0,0012;0,082;0,11;0,832;0,006;0,013;0,072;0,006;0,013;0,295;0,002;0,038;;48,5;0,6;14,2;0,22;2,2;;;54,6;0,7;14,5;0,28;2,1;
117;г683863<99<;2070-06-26 01:11:00;Э73Ф;ОР65;19,0;43,7;20,1666667;43,7;3,3878702;0,40695;;0,213047;0,099064;0,0414477;1585,0;1604,0;11,7842126;;13305,1239669;115,0;1,0;1,0;1,0;17,002;;;;;0,05;;0,451;0,029;0,02;;;;0,052083;0,062;;0,332;;;4472,0;0,002;0,399;0,111;0,112;0,654;0,008;0,008;0,072;0,008;0,019;0,226;0,001;0,002;0,003;0,718;0,0002;0,113;0,112;0,837;0,007;0,011;0,071;0,009;0,014;0,317;0,002;0,035;;54,4;0,5;13,9;0,25;2,4;;;57,2;0,6;8,0;0,18;2,2;
118;г683863<99=;2070-06-26 02:07:00;Э73Ф;ОР65;15,0;47,5166667;17,8833333;47,5166667;3,171676;0,44476;;0,1531405;0,089576;0,0423692;1606,0;1601,0;11,0092573;;13386,7660764;114,9;1,0;1,0;1,0;17,046;;;;;0,05;;0,5;0,055;0,02;;;;0,053241;0,073;;0,238;;;3990,0;0,002;0,4;0,107;0,116;0,704;0,008;0,009;0,07;0,011;0,02;0,241;0,001;0,002;0,003;0,723;0,0002;0,108;0,114;0,837;0,007;0,011;0,069;0,012;0,013;0,325;0,002;0,036;;55,6;0,4;11,2;0,12;2,6;;;57,0;1,0;7,0;0,11;2,4;
119;г683863<99>;2070-06-26 03:14:00;Э73Ф;ОР65;4,0;44,2333333;24,3833333;44,2333333;3,4367381;0,33575;;0,215603;0,099772;0,0416203;1546,0;1606,0;12,1170221;;13794,6684894;113,4;1,0;1,0;1,0;17,361;;;;;0,05;;0,363;0,026;0,02;;;;0,0523;0,062;;0,336;;;5606,0;0,002;0,476;0,113;0,111;0,638;0,008;0,009;0,08;0,009;0,022;0,228;0,001;0,002;0,003;0,712;0,0002;0,116;0,112;0,828;0,007;0,012;0,079;0,009;0,015;0,322;0,002;0,035;;57,0;0,7;15,9;0,2;2,6;;;58,1;0,6;11,8;0,22;2,2;
120;г683863<99?;2070-06-26 04:09:00;Э76ХФ;Р65;5,0;44,85;21,75;44,85;3,0418687;0,42926;0,098208;0,112548;0,120321;0,0415344;1616,0;1627,0;12,9004552;;13591,7241379;113,2;1,0;1,0;1,0;18,892;;;0,148;;0,05;;0,464;0,033;0,02;;;;0,052192;0,138;;0,173;;0,176;4927,0;0,002;0,451;0,335;0,09;0,703;0,007;0,01;0,07;0,011;0,017;0,457;0,002;0,003;0,004;0,748;0,0006;0,418;0,091;0,802;0,006;0,011;0,071;0,011;0,01;0,557;0,003;0,037;;57,1;0,6;15,7;0,13;2,5;;;56,9;0,5;9,6;0,11;2,5;
121;г683863<9:6;2070-06-26 05:02:00;Э76ХФ;Р65;5,0;48,6833333;22,65;48,6833333;3,7667044;0,38437;0,090396;0,1131445;0,090125;0,0413617;1583,0;1606,0;10,5047022;;13729,8013245;112,3;1,0;1,0;1,0;16,755;;;0,079;;0,05;;0,41;0,035;0,02;;;;0,051975;0,091;;0,175;;0,162;5183,0;0,002;0,481;0,341;0,102;0,686;0,008;0,01;0,075;0,009;0,019;0,478;0,002;0,003;0,003;0,772;0,0005;0,414;0,098;0,781;0,006;0,011;0,074;0,009;0,016;0,557;0,003;0,037;;58,4;0,6;12,9;0,08;2,6;;;57,6;0,5;12,2;0,13;2,7;
122;г683863<9:7;2070-06-26 06:01:00;Э76ХФ;Р65;15,0;50,7166667;23,6333333;50,7166667;3,5705911;0,44232;0,116064;0,2363245;0,174632;0,0430886;1581,0;1597,0;12,0293267;;14196,8970381;114,3;1,0;1,0;1,0;20,099;;;0,324;;0,05;;0,472;0,035;0,02;;;;0,054145;0,169;;0,366;;0,208;5592,0;0,001;0,437;0,323;0,107;0,587;0,008;0,009;0,071;0,006;0,032;0,42;0,001;0,002;0,004;0,762;0,001;0,42;0,107;0,795;0,007;0,012;0,071;0,007;0,018;0,557;0,003;0,039;;49,5;0,8;16,5;0,43;2,0;;;56,7;0,5;9,6;0,18;2,2;
123;г683863<9:8;2070-06-26 06:56:00;Э76ХФ;Р65;20,0;46,7166667;26,0;46,7166667;3,628266;0,49625;0,104904;0,1829115;0,114618;0,0429732;1569,0;1600,0;5,5468833;;12821,5384615;116,7;1,0;1,0;1,0;8,157;;;;;0,17;;0,439;0,05499999999999999;0,02;;;;0,054;0,099;;0,284;;0,188;5556,0;0,002;0,408;0,335;0,106;0,646;0,008;0,009;0,076;0,01;0,026;0,469;0,002;0,003;0,004;0,765;0,0002;0,418;0,105;0,798;0,007;0,011;0,076;0,01;0,022;0,577;0,004;0,039;;52,9;1,2;8,6;0,13;2,6;;;56,8;0,6;8,6;0,18;2,1;
124;г683863<9:9;2070-06-26 07:48:00;Э76ХФ;Р65;21,0;46,5166667;22,7;46,5166667;2,6361243;0,37877;0,109368;0,1270565;0,115942;0,0421965;1558,0;1608,0;10,8496596;;13482,8193833;113,8;1,0;1,0;1,0;16,823;;;0,179;;0,05;;0,399;0,102;0,02;;;;0,053024;0,125;;0,196;;0,196;5101,0;0,002;0,479;0,323;0,111;0,674;0,007;0,011;0,073;0,008;0,022;0,466;0,002;0,002;0,003;0,76;0,0002;0,416;0,113;0,79;0,006;0,012;0,073;0,009;0,013;0,56;0,003;0,04;;53,1;0,6;14,1;0,25;2,1;;;58,3;0,7;8,2;0,18;2,2;
125;г683863<9::;2070-06-26 08:42:00;Э76ХФ;Р65;23,0;45,3333333;24,3333333;45,3333333;2,6120968;0,43007;0,095976;0,174503;0,107767;0,0434913;1562,0;1595,0;14,5675514;;13228,7671233;117,5;1,0;1,0;1,0;21,649;;;0,052;;0,05;;0,463;0,059;0,02;;;;0,054651;0,092;;0,271;;0,172;5365,0;0,002;0,429;0,337;0,096;0,652;0,007;0,01;0,068;0,006;0,019;0,474;0,002;0,003;0,004;0,759;0,0004;0,412;0,099;0,788;0,006;0,011;0,07;0,008;0,013;0,563;0,003;0,039;;53,4;1,1;16,3;0,25;2,4;;;56,8;0,4;8,9;0,07;2,2;
126;"г683863<9:;";2070-06-26 09:36:00;Э76ХФ;Р65;28,0;40,8333333;21,7833333;40,8333333;2,0;0,37562;0,097092;0,1369045;0,073451;0,0417357;1557,0;1592,0;9,2525728;;13375,3634277;112,1;1,0;1,0;1,0;12,437;;;;;0,05;;0,397;0,049;0,02;;;;0,052445;0,055;;0,213;;0,174;4856,0;0,002;0,465;0,334;0,114;0,678;0,007;0,009;0,069;0,007;0,021;0,5;0,002;0,002;0,003;0,762;0,0001;0,416;0,113;0,796;0,007;0,012;0,07;0,008;0,016;0,57;0,004;0,039;;53,0;0,5;14,9;0,13;2,4;;;49,7;0,4;6,5;0,06;2,4;
